,srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,dscp,label,total_bytes,total_packets,total_bits,bpp,bps,pps,var_iat,avg_iat,pct_packets_pushed,avg_payload_length,iopr
1742,208.86.166.68,60287,147.32.84.170,3389,6,37,3307,97,10110,40,89,581,121,40,104,889,135,0,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,37,3307,97,10110,17,88,0,0,1488,3896,0,1,13417,134,107336,100.1268656716418,2981555555.5555553,3722222.222222222,0.0,0.0,0.27611940298507465,59.94776119402985,2.6216216216216215
1743,208.86.166.68,20554,147.32.84.170,3389,6,38,3266,97,10124,40,85,581,120,40,104,889,135,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,38,3266,97,10124,17,88,0,0,1528,3896,0,1,13390,135,107120,99.18518518518519,3570666666.6666665,4500000.0,0.0,0.0,0.2814814814814815,59.007407407407406,2.5526315789473686
1744,208.86.166.68,2858,147.32.84.170,3389,6,38,3385,97,10122,40,89,581,120,40,104,889,135,0,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3385,97,10122,17,88,0,0,1528,3896,0,1,13507,135,108056,100.05185185185185,3001555555.5555553,3750000.0,0.0,0.0,0.2814814814814815,59.87407407407407,2.5526315789473686
1745,208.86.166.68,44735,147.32.84.170,3389,6,38,3311,97,10116,40,87,581,120,40,104,889,135,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3311,97,10116,17,88,0,0,1528,3896,0,1,13427,135,107416,99.45925925925926,3580533333.333333,4500000.0,0.0,0.0,0.2814814814814815,59.28148148148148,2.5526315789473686
1746,208.86.166.68,60256,147.32.84.170,3389,6,37,3312,97,10116,40,89,581,121,40,104,889,135,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,37,3312,97,10116,17,88,0,0,1488,3896,0,1,13428,134,107424,100.2089552238806,2984000000.0,3722222.222222222,0.0,0.0,0.27611940298507465,60.02985074626866,2.6216216216216215
1747,208.86.166.68,58676,147.32.84.170,3389,6,38,3291,97,10114,40,86,581,119,40,104,889,135,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3291,97,10114,17,88,0,0,1528,3896,0,1,13405,135,107240,99.29629629629629,3574666666.6666665,4500000.0,0.0,0.0,0.2814814814814815,59.11851851851852,2.5526315789473686
1748,208.86.166.68,44835,147.32.84.170,3389,6,37,3368,95,10036,40,91,581,123,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,37,3368,95,10036,17,88,0,0,1488,3816,0,1,13404,132,107232,101.54545454545455,2978666666.6666665,3666666.6666666665,0.0,0.0,0.2803030303030303,61.36363636363637,2.5675675675675675
1749,208.86.166.68,51314,147.32.84.170,3389,6,38,3331,97,10126,40,87,581,120,40,104,889,135,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3331,97,10126,17,88,0,0,1528,3896,0,1,13457,135,107656,99.68148148148148,3588533333.333333,4500000.0,0.0,0.0,0.2814814814814815,59.50370370370371,2.5526315789473686
1750,208.86.166.68,61581,147.32.84.170,3389,6,38,3294,97,10124,40,86,581,120,40,104,889,135,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,38,3294,97,10124,17,88,0,0,1528,3896,0,1,13418,135,107344,99.39259259259259,3578133333.333333,4500000.0,0.0,0.0,0.2814814814814815,59.214814814814815,2.5526315789473686
1751,208.86.166.68,51590,147.32.84.170,3389,6,38,3349,97,10116,40,88,581,120,40,104,889,135,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3349,97,10116,17,88,0,0,1528,3896,0,1,13465,135,107720,99.74074074074075,2992222222.2222223,3750000.0,0.0,0.0,0.2814814814814815,59.56296296296296,2.5526315789473686
1752,208.86.166.68,35692,147.32.84.170,3389,6,37,3236,97,10110,40,87,581,121,40,104,889,135,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,37,3236,97,10110,17,88,0,0,1488,3896,0,1,13346,134,106768,99.59701492537313,3558933333.333333,4466666.666666667,0.0,0.0,0.27611940298507465,59.417910447761194,2.6216216216216215
1753,208.86.166.68,22991,147.32.84.170,3389,6,38,3321,97,10122,40,87,581,119,40,104,889,135,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3321,97,10122,17,88,0,0,1528,3896,0,1,13443,135,107544,99.57777777777778,2987333333.3333335,3750000.0,0.0,0.0,0.2814814814814815,59.4,2.5526315789473686
1754,208.86.166.68,29854,147.32.84.170,3389,6,37,3440,97,10124,40,92,581,122,40,104,889,135,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,37,3440,97,10124,17,88,0,0,1488,3896,0,1,13564,134,108512,101.22388059701493,3617066666.6666665,4466666.666666667,0.0,0.0,0.27611940298507465,61.04477611940298,2.6216216216216215
1755,208.86.166.68,26169,147.32.84.170,3389,6,38,3251,95,10042,40,85,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3251,95,10042,17,88,0,0,1528,3816,0,1,13293,133,106344,99.94736842105263,2954000000.0,3694444.4444444445,0.0,0.0,0.2857142857142857,59.766917293233085,2.5
1756,208.86.166.68,34459,147.32.84.170,3389,6,38,3314,95,10034,40,87,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3314,95,10034,17,88,0,0,1528,3816,0,1,13348,133,106784,100.3609022556391,3559466666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,60.18045112781955,2.5
1757,208.86.166.68,45966,147.32.84.170,3389,6,37,3271,95,10048,40,88,581,119,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,37,3271,95,10048,17,88,0,0,1488,3816,0,1,13319,132,106552,100.90151515151516,2959777777.7777777,3666666.6666666665,0.0,0.0,0.2803030303030303,60.71969696969697,2.5675675675675675
1758,208.86.166.68,11585,147.32.84.170,3389,6,38,3250,95,10038,40,85,581,119,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3250,95,10038,17,88,0,0,1528,3816,0,1,13288,133,106304,99.90977443609023,3543466666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,59.72932330827068,2.5
1759,208.86.166.68,61413,147.32.84.170,3389,6,38,3329,95,10040,40,87,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3329,95,10040,17,88,0,0,1528,3816,0,1,13369,133,106952,100.5187969924812,2970888888.888889,3694444.4444444445,0.0,0.0,0.2857142857142857,60.338345864661655,2.5
1760,208.86.166.68,29294,147.32.84.170,3389,6,38,3295,95,10042,40,86,581,119,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3295,95,10042,17,88,0,0,1528,3816,0,1,13337,133,106696,100.2781954887218,3556533333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,60.097744360902254,2.5
1761,208.86.166.68,63831,147.32.84.170,3389,6,38,3296,95,10044,40,86,581,118,40,105,889,136,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,38,3296,95,10044,17,88,0,0,1528,3816,0,1,13340,133,106720,100.30075187969925,3557333333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,60.1203007518797,2.5
1762,208.86.166.68,58864,147.32.84.170,3389,6,38,3315,95,10050,40,87,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3315,95,10050,17,88,0,0,1528,3816,0,1,13365,133,106920,100.48872180451127,2970000000.0,3694444.4444444445,0.0,0.0,0.2857142857142857,60.30827067669173,2.5
1763,208.86.166.68,27989,147.32.84.170,3389,6,38,3270,95,10034,40,86,581,119,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3270,95,10034,17,88,0,0,1528,3816,0,1,13304,133,106432,100.03007518796993,3547733333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.849624060150376,2.5
1764,208.86.166.68,22321,147.32.84.170,3389,6,38,3384,95,10034,40,89,581,119,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3384,95,10034,17,88,0,0,1528,3816,0,1,13418,133,107344,100.88721804511279,2981777777.7777777,3694444.4444444445,0.0,0.0,0.2857142857142857,60.70676691729323,2.5
1765,208.86.166.68,11126,147.32.84.170,3389,6,37,3204,95,10040,40,86,581,119,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,37,3204,95,10040,17,88,0,0,1488,3816,0,1,13244,132,105952,100.33333333333333,3531733333.333333,4400000.0,0.0,0.0,0.2803030303030303,60.15151515151515,2.5675675675675675
1766,208.86.166.68,57610,147.32.84.170,3389,6,39,3367,95,10032,40,86,581,117,40,105,889,136,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,39,3367,95,10032,17,88,0,0,1568,3816,0,1,13399,134,107192,99.99253731343283,3573066666.6666665,4466666.666666667,0.0,0.0,0.291044776119403,59.8134328358209,2.4358974358974357
1767,208.86.166.68,20329,147.32.84.170,3389,6,38,3304,95,10032,40,86,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3304,95,10032,17,88,0,0,1528,3816,0,1,13336,133,106688,100.27067669172932,2963555555.5555553,3694444.4444444445,0.0,0.0,0.2857142857142857,60.090225563909776,2.5
1768,208.86.166.68,54829,147.32.84.170,3389,6,38,3248,95,10038,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3248,95,10038,17,88,0,0,1528,3816,0,1,13286,133,106288,99.89473684210526,3542933333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.714285714285715,2.5
1769,208.86.166.68,54700,147.32.84.170,3389,6,38,3322,95,10040,40,87,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3322,95,10040,17,88,0,0,1528,3816,0,1,13362,133,106896,100.46616541353383,2969333333.3333335,3694444.4444444445,0.0,0.0,0.2857142857142857,60.285714285714285,2.5
1770,208.86.166.68,4928,147.32.84.170,3389,6,38,3293,95,10040,40,86,581,119,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3293,95,10040,17,88,0,0,1528,3816,0,1,13333,133,106664,100.24812030075188,3555466666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,60.067669172932334,2.5
1771,208.86.166.68,24888,147.32.84.170,3389,6,38,3251,95,10030,40,85,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3251,95,10030,17,88,0,0,1528,3816,0,1,13281,133,106248,99.85714285714286,2951333333.3333335,3694444.4444444445,0.0,0.0,0.2857142857142857,59.67669172932331,2.5
1772,208.86.166.68,20407,147.32.84.170,3389,6,38,3329,95,10042,40,87,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3329,95,10042,17,88,0,0,1528,3816,0,1,13371,133,106968,100.53383458646617,3565600000.0,4433333.333333333,0.0,0.0,0.2857142857142857,60.35338345864662,2.5
1773,208.86.166.68,22751,147.32.84.170,3389,6,38,3315,95,10040,40,87,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3315,95,10040,17,88,0,0,1528,3816,0,1,13355,133,106840,100.41353383458646,2967777777.7777777,3694444.4444444445,0.0,0.0,0.2857142857142857,60.233082706766915,2.5
1774,208.86.166.68,22452,147.32.84.170,3389,6,38,3250,95,10030,40,85,581,119,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3250,95,10030,17,88,0,0,1528,3816,0,1,13280,133,106240,99.84962406015038,3541333333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.669172932330824,2.5
1775,208.86.166.68,14350,147.32.84.170,3389,6,39,3337,97,10118,40,85,581,116,40,104,889,135,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,39,3337,97,10118,18,88,0,0,1568,3896,0,1,13455,136,107640,98.93382352941177,3588000000.0,4533333.333333333,0.0,0.0,0.2867647058823529,58.75735294117647,2.4871794871794872
1776,208.86.166.68,39073,147.32.84.170,3389,6,38,3327,95,10050,40,87,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3327,95,10050,17,88,0,0,1528,3816,0,1,13377,133,107016,100.57894736842105,2972666666.6666665,3694444.4444444445,0.0,0.0,0.2857142857142857,60.3984962406015,2.5
1777,208.86.166.68,24060,147.32.84.170,3389,6,38,3304,95,10036,40,86,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3304,95,10036,17,88,0,0,1528,3816,0,1,13340,133,106720,100.30075187969925,3557333333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,60.1203007518797,2.5
1778,208.86.166.68,50596,147.32.84.170,3389,6,38,3248,95,10040,40,85,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3248,95,10040,17,88,0,0,1528,3816,0,1,13288,133,106304,99.90977443609023,2952888888.888889,3694444.4444444445,0.0,0.0,0.2857142857142857,59.72932330827068,2.5
1779,208.86.166.68,33784,147.32.84.170,3389,6,38,3251,95,10032,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3251,95,10032,17,88,0,0,1528,3816,0,1,13283,133,106264,99.87218045112782,3542133333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.69172932330827,2.5
1780,208.86.166.68,17889,147.32.84.170,3389,6,38,3329,95,10032,40,87,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3329,95,10032,17,88,0,0,1528,3816,0,1,13361,133,106888,100.45864661654136,2969111111.111111,3694444.4444444445,0.0,0.0,0.2857142857142857,60.278195488721806,2.5
1781,208.86.166.68,40797,147.32.84.170,3389,6,38,3251,95,10034,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3251,95,10034,17,88,0,0,1528,3816,0,1,13285,133,106280,99.88721804511279,3542666666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,59.70676691729323,2.5
1782,208.86.166.68,28443,147.32.84.170,3389,6,37,3289,95,10038,40,88,581,120,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,37,3289,95,10038,17,88,0,0,1488,3816,0,1,13327,132,106616,100.96212121212122,2961555555.5555553,3666666.6666666665,0.0,0.0,0.2803030303030303,60.78030303030303,2.5675675675675675
1783,208.86.166.68,64437,147.32.84.170,3389,6,38,3251,95,10034,40,85,581,118,40,105,889,136,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,38,3251,95,10034,17,88,0,0,1528,3816,0,1,13285,133,106280,99.88721804511279,3542666666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,59.70676691729323,2.5
1784,208.86.166.68,63617,147.32.84.170,3389,6,39,3369,95,10036,40,86,581,117,40,105,889,136,0,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,39,3369,95,10036,17,88,0,0,1568,3816,0,1,13405,134,107240,100.03731343283582,2978888888.888889,3722222.222222222,0.0,0.0,0.291044776119403,59.85820895522388,2.4358974358974357
1785,208.86.166.68,7025,147.32.84.170,3389,6,38,3258,95,10032,40,85,581,118,40,105,889,136,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,38,3258,95,10032,17,88,0,0,1528,3816,0,1,13290,133,106320,99.92481203007519,3544000000.0,4433333.333333333,0.0,0.0,0.2857142857142857,59.744360902255636,2.5
1786,208.86.166.68,1679,147.32.84.170,3389,6,38,3331,95,10038,40,87,581,118,40,105,889,136,0,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3331,95,10038,17,88,0,0,1528,3816,0,1,13369,133,106952,100.5187969924812,2970888888.888889,3694444.4444444445,0.0,0.0,0.2857142857142857,60.338345864661655,2.5
1787,208.86.166.68,45508,147.32.84.170,3389,6,38,3251,95,10036,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3251,95,10036,17,88,0,0,1528,3816,0,1,13287,133,106296,99.90225563909775,3543200000.0,4433333.333333333,0.0,0.0,0.2857142857142857,59.721804511278194,2.5
1788,208.86.166.68,44785,147.32.84.170,3389,6,36,3171,95,10038,40,88,581,121,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,36,3171,95,10038,17,88,0,0,1448,3816,0,1,13209,131,105672,100.83206106870229,2935333333.3333335,3638888.888888889,0.0,0.0,0.2748091603053435,60.64885496183206,2.638888888888889
1789,208.86.166.68,13055,147.32.84.170,3389,6,38,3265,95,10046,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3265,95,10046,17,88,0,0,1528,3816,0,1,13311,133,106488,100.0827067669173,3549600000.0,4433333.333333333,0.0,0.0,0.2857142857142857,59.902255639097746,2.5
1790,208.86.166.68,24002,147.32.84.170,3389,6,36,3178,95,10040,40,88,581,121,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,36,3178,95,10040,17,88,0,0,1448,3816,0,1,13218,131,105744,100.90076335877863,2937333333.3333335,3638888.888888889,0.0,0.0,0.2748091603053435,60.717557251908396,2.638888888888889
1791,208.86.166.68,4414,147.32.84.170,3389,6,38,3237,95,10042,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3237,95,10042,17,88,0,0,1528,3816,0,1,13279,133,106232,99.84210526315789,3541066666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,59.661654135338345,2.5
1792,208.86.166.68,38544,147.32.84.170,3389,6,38,3251,95,10032,40,85,581,118,40,105,889,136,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,38,3251,95,10032,17,88,0,0,1528,3816,0,1,13283,133,106264,99.87218045112782,3542133333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.69172932330827,2.5
1793,208.86.166.68,19211,147.32.84.170,3389,6,38,3251,95,10038,40,85,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3251,95,10038,17,88,0,0,1528,3816,0,1,13289,133,106312,99.9172932330827,2953111111.111111,3694444.4444444445,0.0,0.0,0.2857142857142857,59.73684210526316,2.5
1794,208.86.166.68,50551,147.32.84.170,3389,6,38,3258,95,10036,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3258,95,10036,17,88,0,0,1528,3816,0,1,13294,133,106352,99.95488721804512,3545066666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,59.774436090225564,2.5
1795,208.86.166.68,44734,147.32.84.170,3389,6,38,3223,95,10050,40,84,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3223,95,10050,17,88,0,0,1528,3816,0,1,13273,133,106184,99.796992481203,2949555555.5555553,3694444.4444444445,0.0,0.0,0.2857142857142857,59.61654135338346,2.5
1796,208.86.166.68,47228,147.32.84.170,3389,6,38,3251,95,10038,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3251,95,10038,17,88,0,0,1528,3816,0,1,13289,133,106312,99.9172932330827,3543733333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.73684210526316,2.5
1797,208.86.166.68,17834,147.32.84.170,3389,6,38,3258,95,10040,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3258,95,10040,17,88,0,0,1528,3816,0,1,13298,133,106384,99.98496240601504,3546133333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.80451127819549,2.5
1798,208.86.166.68,18823,147.32.84.170,3389,6,38,3237,95,10042,40,85,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3237,95,10042,17,88,0,0,1528,3816,0,1,13279,133,106232,99.84210526315789,2950888888.888889,3694444.4444444445,0.0,0.0,0.2857142857142857,59.661654135338345,2.5
1799,208.86.166.68,16597,147.32.84.170,3389,6,38,3269,95,10040,40,86,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3269,95,10040,17,88,0,0,1528,3816,0,1,13309,133,106472,100.06766917293233,3549066666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,59.88721804511278,2.5
1800,208.86.166.68,1655,147.32.84.170,3389,6,38,3265,95,10046,40,85,581,118,40,105,889,136,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,38,3265,95,10046,17,88,0,0,1528,3816,0,1,13311,133,106488,100.0827067669173,3549600000.0,4433333.333333333,0.0,0.0,0.2857142857142857,59.902255639097746,2.5
1801,208.86.166.68,47196,147.32.84.170,3389,6,38,3290,97,10118,40,86,581,118,40,104,889,135,0,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3290,97,10118,18,88,0,0,1528,3896,0,1,13408,135,107264,99.31851851851852,2979555555.5555553,3750000.0,0.0,0.0,0.2814814814814815,59.14074074074074,2.5526315789473686
1802,208.86.166.68,6548,147.32.84.170,3389,6,38,3248,95,10046,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3248,95,10046,17,88,0,0,1528,3816,0,1,13294,133,106352,99.95488721804512,3545066666.6666665,4433333.333333333,0.0,0.0,0.2857142857142857,59.774436090225564,2.5
1803,208.86.166.68,14370,147.32.84.170,3389,6,38,3258,95,10050,40,85,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3258,95,10050,17,88,0,0,1528,3816,0,1,13308,133,106464,100.06015037593986,2957333333.3333335,3694444.4444444445,0.0,0.0,0.2857142857142857,59.8796992481203,2.5
1804,208.86.166.68,65155,147.32.84.170,3389,6,38,3251,95,10044,40,85,581,118,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3251,95,10044,17,88,0,0,1528,3816,0,1,13295,133,106360,99.9624060150376,3545333333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.78195488721804,2.5
1805,208.86.166.68,2703,147.32.84.170,3389,6,38,3237,95,10028,40,85,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3237,95,10028,17,88,0,0,1528,3816,0,1,13265,133,106120,99.73684210526316,2947777777.7777777,3694444.4444444445,0.0,0.0,0.2857142857142857,59.556390977443606,2.5
1806,208.86.166.68,62455,147.32.84.170,3389,6,37,3183,95,10034,40,86,581,119,40,105,889,136,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,37,3183,95,10034,17,88,0,0,1488,3816,0,1,13217,132,105736,100.12878787878788,3524533333.333333,4400000.0,0.0,0.0,0.2803030303030303,59.946969696969695,2.5675675675675675
1807,208.86.166.68,49647,147.32.84.170,3389,6,38,3244,95,10044,40,85,581,118,40,105,889,136,1,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,38,3244,95,10044,17,88,0,0,1528,3816,0,1,13288,133,106304,99.90977443609023,2952888888.888889,3694444.4444444445,0.0,0.0,0.2857142857142857,59.72932330827068,2.5
1808,208.86.166.68,53502,147.32.84.170,3389,6,38,3336,97,10116,40,87,581,120,40,104,889,135,0,0,1,0,0,0,1,0,5,5,5,5,0,0,0,0,0,38,3336,97,10116,17,88,0,0,1528,3896,0,1,13452,135,107616,99.64444444444445,3587200000.0,4500000.0,0.0,0.0,0.2814814814814815,59.46666666666667,2.5526315789473686
1809,208.86.166.68,25285,147.32.84.170,3389,6,38,3251,95,10038,40,85,581,118,40,105,889,136,0,0,1,0,0,0,2,0,5,5,5,5,0,0,0,0,0,38,3251,95,10038,17,88,0,0,1528,3816,0,1,13289,133,106312,99.9172932330827,3543733333.333333,4433333.333333333,0.0,0.0,0.2857142857142857,59.73684210526316,2.5
1810,147.32.84.170,1087,147.32.84.171,139,6,21,2906,11,1364,40,138,316,91,40,124,344,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2906,11,1364,16,8,0,0,856,448,0,1,4270,32,34160,133.4375,0.0,0.0,0.0,0.0,0.65625,92.6875,0.5238095238095238
1811,147.32.84.170,1088,147.32.84.171,139,6,21,2906,15,1524,40,138,316,91,40,101,344,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2906,15,1524,16,8,0,0,856,608,0,1,4430,36,35440,123.05555555555556,0.0,0.0,0.0,0.0,0.5833333333333334,82.38888888888889,0.7142857142857143
1812,147.32.84.170,1089,95.100.248.24,80,6,9,784,3,1139,40,87,244,89,40,379,1051,581,60,7,60,21,0,0,0,0,60,60,60,60,0,0,0,0,0,9,784,3,1139,2,1,0,0,376,128,0,1,1923,12,15384,160.25,42733333.33333333,33333.33333333333,220.5,3.5,0.75,118.25,0.3333333333333333
1813,147.32.84.170,1090,147.32.84.171,139,6,21,2906,11,1364,40,138,316,91,40,124,344,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2906,11,1364,16,8,0,0,856,448,0,1,4270,32,34160,133.4375,0.0,0.0,0.0,0.0,0.65625,92.6875,0.5238095238095238
1814,147.32.84.170,1091,147.32.84.171,139,6,21,2906,11,1364,40,138,316,91,40,124,344,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2906,11,1364,16,8,0,0,856,448,0,1,4270,32,34160,133.4375,0.0,0.0,0.0,0.0,0.65625,92.6875,0.5238095238095238
1815,147.32.84.170,1092,147.32.84.171,139,6,21,2906,11,1364,40,138,316,91,40,124,344,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2906,11,1364,16,8,0,0,856,448,0,1,4270,32,34160,133.4375,0.0,0.0,0.0,0.0,0.65625,92.6875,0.5238095238095238
1816,147.32.84.170,1093,147.32.84.171,139,6,21,2906,11,1364,40,138,316,91,40,124,344,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2906,11,1364,16,8,0,0,856,448,0,1,4270,32,34160,133.4375,0.0,0.0,0.0,0.0,0.65625,92.6875,0.5238095238095238
1817,64.31.13.148,1201,147.32.84.170,3389,6,72,4631,111,12558,40,64,581,89,40,113,891,138,0,0,1,0,0,0,1,0,6,6,6,6,0,0,0,0,0,72,4631,111,12558,17,104,0,0,2892,4464,0,1,17189,183,137512,93.92896174863388,3819777777.7777777,5083333.333333333,0.0,0.0,0.39344262295081966,53.73224043715847,1.5416666666666667
1818,64.31.13.148,1385,147.32.84.170,3389,6,64,4374,95,10048,40,68,581,94,40,105,889,136,1,0,1,0,0,0,2,0,6,6,6,6,0,0,0,0,0,64,4374,95,10048,17,88,0,0,2572,3824,0,1,14422,159,115376,90.70440251572327,3204888888.888889,4416666.666666667,0.0,0.0,0.4025157232704403,50.477987421383645,1.484375
